-2.356194490192345,148.0,1079.0
-2.3518311670623593,152.0,1089.0
-2.3474678439323733,151.0,1088.0
-2.3431045208023873,153.0,1101.0
-2.3387411976724013,152.0,1106.0
-2.3343778745424157,148.0,1084.0
-2.3300145514124297,149.0,1110.0
-2.3256512282824437,146.0,1109.0
-2.321287905152458,146.0,1107.0
-2.316924582022472,142.0,1089.0
-2.3125612588924866,146.0,1104.0
-2.3081979357625007,149.0,1110.0
-2.303834612632515,156.0,1088.0
-2.299471289502529,156.0,1089.0
-2.2951079663725436,152.0,1097.0
-2.2907446432425576,146.0,1111.0
-2.286381320112572,149.0,1110.0
-2.282017996982586,151.0,1102.0
-2.2776546738526,153.0,1098.0
-2.273291350722614,150.0,1100.0
-2.2689280275926285,153.0,1101.0
-2.2645647044626425,151.0,1102.0
-2.2602013813326565,153.0,1107.0
-2.255838058202671,154.0,1096.0
-2.251474735072685,152.0,1103.0
-2.2471114119426994,151.0,1099.0
-2.2427480888127134,151.0,1087.0
-2.238384765682728,151.0,1087.0
-2.234021442552742,148.0,1084.0
-2.229658119422756,148.0,1084.0
-2.2252947962927703,157.0,1095.0
-2.2209314731627843,158.0,1102.0
-2.2165681500327987,155.0,1082.0
-2.2122048269028127,153.0,1070.0
-2.2078415037728267,158.0,1102.0
-2.2034781806428407,158.0,1102.0
-2.199114857512855,153.0,1104.0
-2.194751534382869,153.0,1107.0
-2.1903882112528836,151.0,1102.0
-2.1860248881228976,151.0,1102.0
-2.1816615649929116,151.0,1079.0
-2.177298241862926,154.0,1093.0
-2.17293491873294,151.0,1102.0
-2.1685715956029545,149.0,1110.0
-2.1642082724729685,149.0,1097.0
-2.159844949342983,149.0,1097.0
-2.155481626212997,158.0,1098.0
-2.1511183030830114,163.0,1108.0
-2.1467549799530254,150.0,1088.0
-2.1423916568230394,150.0,1088.0
-2.1380283336930535,151.0,1084.0
-2.133665010563068,151.0,1092.0
-2.129301687433082,152.0,1092.0
-2.124938364303096,154.0,1092.0
-2.1205750411731104,154.0,1094.0
-2.1162117180431244,156.0,1101.0
-2.111848394913139,158.0,1105.0
-2.107485071783153,159.0,1105.0
-2.1031217486531673,163.0,1093.0
-2.0987584255231813,161.0,1085.0
-2.0943951023931953,161.0,1085.0
-2.0900317792632097,161.0,1096.0
-2.0856684561332237,159.0,1093.0
-2.081305133003238,165.0,1103.0
-2.076941809873252,166.0,1090.0
-2.072578486743266,167.0,1096.0
-2.0682151636132806,165.0,1077.0
-2.0638518404832946,166.0,1090.0
-2.0594885173533086,168.0,1098.0
-2.055125194223323,168.0,1102.0
